attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,class
VH,L,VH,VH,H,H,M,H,L,M,L,VL,L,M,M,H,H,H,VH,VH,M,class_0
VL,M,M,L,VH,M,M,M,L,VH,M,M,M,L,L,VL,L,M,M,L,M,class_1
VL,H,M,M,H,H,VH,VH,VH,H,VL,L,L,L,L,VL,M,VL,M,M,VH,class_1
M,VH,H,H,H,VH,VH,VH,VH,M,H,M,L,M,VL,VL,L,VL,H,M,M,class_1
VL,L,VL,L,VL,VL,VL,L,VL,H,M,H,M,M,M,H,L,VL,L,M,M,class_2
VH,VL,H,L,M,L,M,VL,M,M,H,H,VH,M,H,M,H,VH,M,VL,VH,class_2
M,L,M,H,VH,VH,M,H,M,VH,H,L,L,M,M,M,L,L,H,VL,VL,class_1
L,L,VL,H,M,H,H,VH,H,L,VH,H,H,H,VL,M,VL,H,H,M,VH,class_1
VH,VH,M,L,M,M,H,H,H,M,VH,VH,VH,L,M,M,VL,L,VL,VL,M,class_1
L,VL,M,H,M,VL,L,VL,VL,VL,L,L,M,VH,H,VH,VH,VH,M,L,M,class_0
M,L,H,VL,L,L,L,L,M,H,H,M,VH,VH,M,M,VL,H,L,M,H,class_2
M,VH,VH,VH,H,VH,VH,H,VH,VL,VL,VL,VL,VL,VL,VL,H,VL,L,L,VH,class_0
H,VH,VL,L,L,VL,VL,VL,VL,VL,VL,L,M,VH,VH,VH,VH,H,VH,M,M,class_0
H,L,M,M,VL,L,VL,M,M,H,H,H,VH,H,M,M,L,L,VH,M,M,class_2
VH,VL,VH,M,H,VH,VH,H,H,H,VL,VL,L,L,L,H,L,M,M,H,L,class_0
VL,VL,VL,L,L,L,VL,L,L,M,M,VH,H,VH,M,M,VH,H,H,L,VH,class_2
VH,VL,L,M,M,M,M,VL,M,VL,VL,M,L,VH,VH,H,VH,VH,M,M,H,class_0
VH,L,H,M,L,L,L,VL,L,VL,H,VH,VH,M,VH,VH,VH,VH,VH,M,L,class_2
M,H,H,VH,H,VH,VH,H,H,H,VL,VL,L,VL,VL,VL,VL,L,VL,VH,M,class_0
VL,H,H,VL,L,H,H,L,VH,VH,M,VH,H,VL,L,M,M,VL,H,VH,VH,class_1
H,VH,M,M,M,L,L,L,VL,L,L,VL,VH,VH,H,H,VH,VH,M,H,VL,class_0
M,VL,M,VH,H,H,L,L,M,M,M,H,H,VH,M,H,VH,H,L,M,H,class_0
VL,VH,H,M,M,VL,VL,VL,L,L,M,H,M,H,VH,H,M,H,VH,VH,VL,class_2
VH,L,VL,VL,M,M,L,M,M,H,VH,H,VH,VH,M,H,H,H,H,H,VH,class_2
M,VH,L,L,VL,M,M,VH,M,VH,VH,VH,M,M,L,M,L,VL,VL,VL,H,class_1
VL,VH,M,VH,VH,VH,VH,VH,L,M,VL,M,VL,VL,L,VL,VL,L,VL,L,VH,class_1
VH,VL,L,VL,L,VL,M,VL,L,L,H,VH,H,M,M,VH,M,H,L,VL,VL,class_2
L,VH,M,H,M,VH,H,H,VH,M,VL,VL,VL,VL,L,L,VH,M,L,L,VH,class_0
H,L,VL,VL,M,VL,VL,VL,VL,L,M,VL,VH,VH,VH,M,VH,H,VH,H,M,class_2
L,VL,H,H,H,VH,M,H,VH,H,H,M,VH,VL,VL,VL,L,M,M,M,M,class_1
H,L,L,H,M,M,L,VH,VL,L,VL,H,M,VH,H,H,H,VH,VH,VH,VL,class_0
H,L,H,M,VL,VL,VL,L,H,M,M,M,H,VH,VH,M,L,H,M,L,VL,class_2
H,H,H,H,L,VL,VL,VL,L,VL,VL,VH,VH,H,VH,H,H,H,VH,L,VH,class_2
VL,H,VL,VL,VL,H,L,M,H,VH,H,H,VH,VH,H,H,H,H,L,VL,VH,class_2
L,VH,M,H,VL,M,M,VH,VH,VH,M,VH,VH,M,L,M,VL,L,L,VL,M,class_1
L,L,H,L,L,VL,L,VL,L,VH,VH,M,VH,H,L,L,VL,M,VH,M,H,class_2
L,H,M,M,VL,VL,L,L,L,VH,L,VH,M,H,H,H,M,VL,VL,H,VH,class_2
M,M,L,M,M,H,H,H,H,VH,VH,VH,M,L,L,L,L,M,VL,VL,L,class_1
H,L,M,M,M,H,VH,H,VH,M,VL,M,L,VL,VL,VL,L,VL,VH,VL,H,class_1
VL,VH,H,VH,H,VH,H,H,M,VL,VL,VL,L,VL,VL,L,VL,M,VL,H,L,class_0
L,VL,M,H,M,L,M,L,VH,H,VH,H,L,M,M,L,VL,M,VL,H,VL,class_1
L,VH,VH,VH,VH,VH,VH,VH,VH,L,VL,L,L,L,VL,VL,L,VL,H,M,VL,class_1
M,L,VL,M,L,H,M,H,H,M,L,M,VH,L,L,VL,VL,VL,L,L,H,class_1
VH,H,L,VH,H,H,H,M,VH,VH,M,H,M,L,L,M,M,VL,L,L,L,class_1
H,VL,H,M,H,M,L,L,L,VL,L,VL,H,H,H,VH,VH,VH,VH,L,H,class_0
L,VH,VL,VL,M,VL,VL,M,L,VH,M,VH,H,H,M,M,M,H,H,L,H,class_2
VL,VH,H,VL,VL,VL,VL,VL,VL,VL,L,M,H,L,VH,VH,H,VH,H,VH,VL,class_2
L,VL,VL,L,VL,H,M,H,H,VH,VH,VH,H,M,M,H,VL,VL,VL,L,H,class_1
VL,VH,VH,H,H,M,H,VH,M,L,VL,VL,L,VL,VL,M,VH,M,M,M,M,class_0
VL,L,VH,VH,VH,VH,VH,VH,L,VH,M,VL,L,VL,L,M,VL,L,VL,VL,M,class_0
H,H,H,VL,VL,VL,VL,L,L,L,H,M,H,VH,H,H,H,VH,M,VH,H,class_2
L,VH,H,L,VH,VH,M,H,H,VH,H,VL,L,VL,L,L,H,VL,L,H,L,class_1
VH,H,M,L,L,L,VL,VL,VL,VL,M,M,M,VH,VH,H,VH,VH,VH,L,VH,class_2
L,VH,H,M,VH,VH,VH,VH,M,L,L,M,VL,VL,VL,VL,VL,VL,VL,H,H,class_1
H,H,VL,VL,VL,L,VL,L,L,VH,M,H,H,H,M,H,VH,M,VL,M,H,class_2
M,M,H,L,M,VL,M,VL,VL,M,L,M,H,VH,VH,H,H,VH,H,L,M,class_2
VL,VL,M,VL,H,M,M,H,VH,VH,VH,M,VH,VL,L,L,L,L,M,L,VH,class_1
M,VL,VH,VH,VH,H,H,H,VH,H,H,L,L,M,VL,VL,VL,L,L,VL,VL,class_1
M,L,L,VL,VL,M,L,M,VL,L,VL,H,H,H,VH,H,H,H,VL,L,VH,class_2
VH,VH,H,VL,M,VL,H,VL,VL,VL,M,VL,L,M,H,H,VH,VH,H,H,M,class_0
VL,M,M,VL,VL,VL,VL,M,L,H,L,VH,H,H,H,VH,H,H,M,M,H,class_2
VL,VL,VL,L,VL,VL,L,VL,L,VL,M,H,VH,VH,VH,VH,VH,H,H,L,L,class_2
L,H,L,H,VL,L,L,M,H,VH,VH,VH,H,L,M,L,L,VL,VL,H,H,class_1
VH,L,VL,M,M,M,M,M,H,VH,H,H,L,M,VL,VL,VL,M,M,VH,M,class_1
VH,VL,VL,VL,H,L,VL,VL,VL,L,L,VH,VH,H,VH,VH,H,VH,M,H,VL,class_2
VL,M,M,VH,VH,H,VH,VH,H,M,H,VL,VL,VL,L,VL,H,VL,VL,H,L,class_1
VH,H,VH,VH,H,VH,VH,VH,VH,L,VL,VL,VL,L,VL,M,VL,L,L,VL,VL,class_1
H,VL,VL,VL,VL,L,VL,L,L,H,VH,M,H,H,M,H,VH,VL,M,VH,VH,class_2
H,VL,VH,M,M,M,H,H,H,VH,VH,H,H,M,VL,L,VL,VL,L,VH,M,class_1
H,L,M,L,L,M,VL,VL,VL,VL,VL,M,VH,H,VH,VH,H,VH,VH,M,M,class_0
M,L,H,VH,L,H,VH,M,VH,M,M,L,VL,VL,VL,L,L,VL,L,VL,H,class_1
L,VH,VH,H,VH,H,H,VH,VH,H,VL,VL,VL,VL,VL,M,H,L,L,H,L,class_1
VH,M,M,L,M,L,VL,VL,VL,VL,M,H,H,H,VH,H,VH,VH,VH,VH,M,class_0
VL,VH,L,L,VH,H,H,M,VH,H,VH,H,VL,L,L,VL,VL,L,H,H,VL,class_1
L,L,L,M,L,VL,L,VL,VL,VL,VL,H,H,H,VH,H,VH,H,VH,L,VL,class_0
VH,M,VH,VH,VH,VH,H,VH,M,M,M,VL,VL,VL,L,L,L,VL,M,H,L,class_1
VL,M,VH,VH,VH,VH,VH,L,VL,L,L,L,VL,M,L,M,H,L,M,M,VH,class_0
M,VH,M,VL,VL,VL,M,VL,M,L,VH,L,M,VH,H,H,L,H,M,VL,VL,class_2
VL,L,VH,VH,VH,VH,VH,VH,VH,L,L,L,L,VL,VL,L,VL,VL,M,VL,VH,class_1
L,VL,L,VL,H,VL,L,VL,VL,VL,L,L,VH,VH,VH,VH,VH,VH,VH,M,M,class_2
VL,H,VH,VH,H,VH,VH,VH,VH,M,L,VL,VL,VL,VL,VL,VL,VL,VL,VL,VH,class_1
L,H,M,L,M,L,M,L,H,VH,H,H,H,L,H,M,VH,VH,H,L,VL,class_2
VL,H,L,VL,M,M,H,VL,VL,H,M,M,VH,VH,H,H,H,VH,M,H,VL,class_2
M,M,L,VH,M,VH,VH,H,H,H,M,L,H,H,L,VL,VL,VL,L,H,H,class_1
VH,H,VH,M,H,H,M,H,M,L,VL,L,L,VL,M,H,VH,VH,VH,H,H,class_0
M,M,M,VH,VH,VH,H,VH,M,L,L,VL,VL,VL,VL,L,L,VL,L,VL,VL,class_0
VH,H,VL,H,VL,M,L,VL,L,VL,L,H,H,H,VH,H,VH,VH,VH,H,VH,class_0
VH,VL,VH,M,VL,H,M,VL,VL,VL,VL,L,M,M,H,VH,H,H,VH,L,H,class_0
H,H,VH,VH,M,M,M,L,L,M,VL,VL,M,L,L,M,VH,M,H,VH,VH,class_0
M,VL,VH,VL,VL,M,H,H,VH,M,VH,VH,VH,H,L,M,VL,VL,M,M,VL,class_2
VH,VH,VH,VH,H,VH,M,VH,L,VH,H,M,VL,L,L,L,L,VL,VL,H,M,class_1
L,L,VL,H,L,VL,VL,L,L,L,M,VH,M,H,M,VH,H,H,M,M,VH,class_2
VH,H,L,M,VL,L,M,L,H,H,VH,VH,H,H,M,M,VL,VL,VL,L,L,class_2
H,L,L,VL,L,VL,L,H,L,L,VH,VH,H,H,H,H,M,L,L,VH,L,class_2
VH,L,VL,L,VL,L,VL,L,L,VL,H,H,VH,H,VH,M,H,VH,VH,L,VL,class_2
H,M,H,L,VL,L,VL,L,M,VH,VH,H,H,M,M,L,L,VH,M,M,L,class_2
VL,L,L,H,L,L,L,H,M,H,VH,H,H,H,L,M,L,VL,L,L,VL,class_2
VL,H,L,H,H,M,VH,VH,M,VH,M,VH,VL,L,VL,VL,L,H,H,VL,L,class_1
VL,H,H,M,VH,M,VH,VL,VL,VL,VL,L,L,L,VH,M,M,VH,H,L,VL,class_0
H,VL,VL,VL,M,H,VL,VL,VL,VL,VL,H,M,VH,VH,H,VH,VH,M,H,M,class_0
L,H,VL,L,VL,L,M,M,VH,H,M,L,VH,H,M,H,M,H,H,L,H,class_2
VL,M,VL,L,H,M,L,VL,VL,VL,L,M,M,H,H,M,H,M,M,H,VH,class_0
VH,VH,L,H,L,M,L,VH,VH,VH,H,VL,VH,H,L,VL,VL,L,L,H,H,class_1
L,L,M,H,H,H,H,H,L,VL,VL,L,L,M,H,VL,VL,VL,M,VL,L,class_0
L,H,M,H,VL,M,M,VH,VH,VH,H,VH,L,L,L,VL,M,M,L,VL,VL,class_1
VL,VH,H,VH,VH,VH,VH,VH,M,L,VL,VL,VL,L,VL,VL,VL,VL,H,VH,L,class_0
H,VH,VH,M,H,VH,VH,M,H,H,M,VL,L,M,H,L,H,H,L,VL,VH,class_0
VL,VL,VH,H,H,M,H,VH,M,VH,M,M,L,L,VL,L,VL,VL,VL,M,L,class_1
M,M,VL,M,M,H,M,VH,M,VH,H,H,L,L,M,VL,L,VL,M,H,L,class_1
L,H,H,H,M,M,H,H,M,L,L,M,L,H,M,VH,H,H,VL,H,M,class_0
L,VH,M,VH,VH,VH,VH,H,M,VL,M,VL,VL,VL,VL,L,VL,VL,M,H,L,class_0
H,M,M,VL,L,H,L,VL,VH,VH,VH,VH,VH,VH,M,M,VL,M,VL,VL,VH,class_2
H,H,M,VH,L,M,VL,M,VL,H,VH,VH,H,VH,M,VH,H,M,M,VH,H,class_2
H,H,H,VH,VH,VH,VH,VH,M,M,M,VL,L,VL,VL,M,L,VL,L,VH,VH,class_1
M,VH,M,M,H,VH,H,H,M,VH,VH,M,L,M,L,VL,H,L,M,L,VH,class_1
VH,H,M,VL,VL,VL,VL,VL,L,L,L,H,H,M,VH,H,VH,VH,VH,M,H,class_2
VH,L,VH,M,VH,H,H,VH,H,M,M,L,VL,L,VL,M,M,M,H,H,VL,class_1
VH,M,H,M,L,M,VL,VL,VL,VL,L,L,H,VH,VH,VH,VH,VH,H,VH,M,class_2
H,L,H,H,M,M,VL,M,VL,VL,L,L,M,VH,VH,H,H,VH,L,VH,VL,class_0
H,H,L,L,L,L,VL,M,M,H,M,L,H,H,H,L,L,H,VL,M,VL,class_2
L,H,VL,VL,VL,VL,VL,L,L,M,H,M,VH,VH,VH,H,H,VH,VH,L,VL,class_2
VL,VH,L,VL,M,VL,L,M,L,L,M,L,H,M,H,H,H,VH,VH,L,L,class_2
L,VL,M,VL,VL,VL,L,M,L,VH,M,H,VH,H,VH,H,M,VH,L,VH,M,class_2
VH,VH,M,VH,VH,VH,VH,VH,H,VL,L,L,VL,VL,M,L,M,H,M,VL,M,class_0
H,H,VL,VH,H,VH,H,VH,VH,H,M,M,L,L,VL,L,VL,VL,VL,VL,VL,class_1
L,M,VL,L,VL,VL,VL,VL,VL,L,L,VH,M,VH,VH,M,VH,M,L,L,H,class_2
M,VH,L,VL,L,M,VL,H,M,VH,VH,VH,VH,M,M,M,L,M,VL,VL,VH,class_1
L,L,L,VH,M,M,M,H,H,VH,VH,H,L,H,VL,M,L,VL,VL,M,L,class_1
M,M,VH,VH,H,VH,VH,VH,L,L,L,L,L,M,M,VL,H,M,L,H,L,class_0
VH,VH,M,VL,VL,VH,L,VL,H,H,VH,M,H,VH,H,H,L,VL,L,M,L,class_2
L,H,L,VL,L,VL,VL,VL,L,VL,L,VL,VH,VH,H,H,H,VH,M,M,H,class_2
L,VL,H,H,H,H,M,VH,M,M,M,VL,VL,M,M,H,M,VH,VH,H,H,class_0
VH,VH,H,H,H,H,M,H,L,VL,L,VL,L,L,M,VH,H,VL,L,VH,H,class_0
VL,VH,L,H,M,H,VH,L,M,VH,M,H,M,L,L,L,VL,M,M,M,M,class_1
VL,H,VH,M,VH,VH,VH,VH,H,H,VL,VL,VL,VL,L,VL,VL,VL,M,H,VL,class_1
VL,L,H,VH,H,VH,VH,VH,M,VH,M,L,VL,VL,VL,VL,VL,M,VL,L,VH,class_1
VL,VH,VH,H,H,M,H,M,VH,VH,VH,H,M,M,L,M,M,VL,M,VL,L,class_1
VL,L,VH,VH,M,M,VH,H,M,M,M,H,VL,M,L,L,VL,L,VH,VH,L,class_1
VL,M,M,L,H,VL,VL,L,L,VH,M,H,H,H,H,H,M,VH,VH,M,M,class_2
VH,VL,VH,M,VL,L,L,M,H,VH,H,VH,VH,M,H,L,L,VL,L,VL,VH,class_2
L,H,L,L,M,L,M,L,H,VH,H,VH,H,M,L,L,VL,VL,VL,L,VL,class_1
VH,VL,VH,L,H,L,L,L,L,L,H,H,L,VH,H,VH,L,VH,H,H,M,class_2
L,VH,M,H,VH,VH,VH,H,VH,H,L,M,VL,VL,VL,L,VL,VL,L,VL,M,class_1
H,M,M,H,L,M,L,M,L,H,VH,M,M,VH,VH,M,VH,H,L,L,M,class_2
VL,L,H,H,L,VL,M,L,VL,VL,VL,L,M,H,H,VH,VH,VH,M,VH,VH,class_0
L,M,M,M,VL,L,L,VL,L,L,M,H,H,H,H,VH,VH,H,H,VH,M,class_2
M,VL,L,VL,L,L,M,VL,M,H,VH,VH,M,M,VH,L,VL,L,H,VH,VH,class_2
M,L,VH,H,H,M,H,H,H,M,H,M,M,M,L,VL,L,M,L,H,VH,class_1
VH,VH,H,M,M,H,M,M,VH,VH,H,L,M,VL,VL,L,VL,L,L,L,VH,class_1
H,L,H,L,VL,VL,M,H,M,H,H,VH,VH,H,H,H,H,L,M,L,L,class_2
H,L,M,M,L,VL,M,VL,VL,VL,VL,VH,M,M,H,VH,H,VH,M,L,VH,class_0
M,L,L,VL,L,L,VL,M,M,H,VH,H,VH,H,L,M,M,VL,H,VL,H,class_1
L,L,M,L,M,M,M,VH,L,L,M,L,L,L,VH,VH,VH,H,L,H,H,class_0
VH,M,M,L,M,VL,L,VL,L,VL,M,VH,VH,VH,VH,H,VH,H,VH,L,M,class_2
L,VL,VH,VH,L,H,M,L,VL,VL,M,H,VL,M,H,M,H,H,M,H,M,class_0
M,L,VH,VH,VH,VH,VH,M,M,M,M,VL,L,VL,VL,VL,VL,VL,L,L,M,class_1
VL,H,VH,H,VH,VH,H,H,M,VL,L,M,VL,VL,L,VL,L,L,L,H,M,class_1
VL,VH,VH,L,VH,L,M,H,M,M,H,H,M,L,L,L,VL,M,VL,VH,VL,class_1
VH,H,VL,VL,VL,M,L,VL,M,M,M,VL,H,VH,H,H,H,M,L,VL,M,class_2
VL,VL,VL,L,VL,L,VL,VL,VL,VL,L,H,L,VH,VH,VH,VH,VH,VH,L,H,class_2
VL,M,VH,VH,VH,H,VH,L,H,VL,VL,VL,VL,VL,L,L,M,VL,L,H,VH,class_0
M,M,VH,H,H,VH,VH,VH,H,VH,H,VL,VL,L,L,VL,L,M,VL,M,VL,class_0
L,L,VL,VL,L,L,L,M,VH,VH,H,VH,L,H,VL,VL,H,L,VL,VL,M,class_1
L,L,M,H,M,L,M,L,VL,L,L,M,L,H,H,VH,VH,VH,VH,L,VL,class_0
M,L,VH,VH,H,VH,VH,VH,H,H,M,L,VL,L,VL,VL,VL,VL,H,M,VL,class_1
L,M,VH,VH,VH,VH,H,H,VH,H,L,L,VL,L,L,VL,M,VL,M,L,M,class_1
VL,H,VH,M,VH,M,VH,L,VL,M,L,VH,VL,VH,M,L,H,VH,L,H,VL,class_0
VL,VH,VL,L,VL,L,VL,VL,VL,VL,M,H,M,H,VH,VH,H,VH,VH,VH,M,class_0
M,VH,VL,VL,VL,VL,M,L,L,L,M,L,M,H,VH,VH,VH,H,H,VH,M,class_2
VH,L,M,VH,H,L,H,L,L,VL,H,M,L,VL,M,L,H,M,M,VL,VL,class_0
VH,L,VL,L,L,L,M,M,VH,VH,VH,VH,VH,M,L,H,M,L,L,M,M,class_1
H,L,H,L,L,M,VL,H,M,VH,VH,VH,H,M,L,L,VL,VL,VL,H,VH,class_1
M,VL,VH,H,H,L,M,H,VH,H,H,H,L,L,M,VL,VL,VL,VL,VL,VH,class_1
H,VL,VL,VL,L,M,L,L,H,VH,VH,H,VH,M,VL,VL,M,L,L,L,VL,class_2
VL,VH,H,H,VH,M,H,L,L,L,M,L,L,M,H,VH,H,M,L,M,M,class_0
M,H,M,VL,M,L,M,L,VH,VH,VH,VH,L,M,L,L,L,L,H,M,VL,class_1
VH,M,VL,H,L,M,H,VH,H,VH,VH,VH,VH,M,L,M,L,VL,VL,M,VH,class_1
M,VH,VL,VH,VH,VH,M,L,VL,M,L,L,L,L,M,M,M,L,VL,VH,H,class_0
VH,VH,H,H,H,H,VH,VH,H,M,L,L,VL,VL,L,L,L,H,L,H,VH,class_0
H,H,L,L,H,M,L,VH,VH,VH,VH,VH,H,VH,L,VL,VL,L,M,VH,M,class_1
VH,L,M,M,L,L,L,L,L,L,H,VH,VH,H,M,VH,L,M,L,H,VH,class_2
VH,H,VL,VL,M,VL,M,M,L,M,H,M,VH,L,M,H,M,M,VL,VL,L,class_2
L,VH,VH,L,H,M,M,M,VL,L,VL,VL,H,L,M,H,VH,M,VH,M,VL,class_0
L,M,M,VL,L,H,H,VH,L,L,VH,H,L,VH,L,L,L,L,H,M,M,class_1
H,VH,VH,VH,H,VH,VH,VH,H,L,VL,VL,VL,VL,VL,L,VL,M,H,L,M,class_1
L,L,VL,L,L,M,H,M,M,VH,VH,M,L,H,L,L,M,VL,VL,VH,H,class_1
VH,VL,L,L,H,H,L,M,VH,VH,H,VH,M,H,M,M,VL,VL,H,VL,M,class_1
H,L,M,VH,VH,VH,VH,VH,H,M,VL,VL,L,VL,VL,L,L,M,L,L,VL,class_1
VH,VL,VL,M,M,M,H,H,VH,H,H,VH,M,L,M,M,L,VL,L,H,VH,class_1
M,L,VL,VL,VL,L,L,VL,VH,VH,H,H,M,M,M,VH,VH,VH,VL,L,VL,class_2
M,M,M,H,M,M,M,VL,L,L,VL,L,M,M,H,H,H,H,H,L,VH,class_0
VL,M,VL,VL,M,VL,L,VL,VL,M,M,H,H,L,M,VH,L,L,H,VH,VH,class_2
L,H,L,VH,VH,H,VH,VH,VH,L,VL,H,L,L,VL,M,VL,M,VL,VL,M,class_1
VL,VL,H,L,L,L,L,M,H,H,VH,H,L,H,H,M,M,M,VL,VH,L,class_2
VL,VH,L,L,M,L,L,VL,L,VL,L,H,VH,VH,VH,H,VH,H,VH,VH,VH,class_2
M,H,L,L,VL,VL,VL,VL,VL,VL,VL,M,VH,VH,VH,H,H,VH,VH,VH,M,class_2
L,H,VH,H,VH,H,VH,VH,L,M,L,L,VL,VL,L,M,M,M,L,VL,M,class_0
VH,L,M,L,VH,H,VH,H,VH,VH,M,H,L,VH,VL,VL,L,VL,VL,VL,H,class_1
L,VL,M,L,H,M,M,H,VH,H,VH,H,L,M,L,VL,VL,VL,L,L,VH,class_1
L,M,VL,VL,L,M,L,VL,VL,L,VH,VH,VH,H,M,M,H,H,H,VL,L,class_2
VH,L,M,M,VL,L,L,VL,L,H,H,VH,H,L,H,VH,H,VH,H,H,VL,class_2
L,VH,H,VL,H,H,M,H,M,H,H,M,VL,VL,M,M,M,VL,L,VL,H,class_0
M,VH,M,VH,H,H,M,H,H,M,M,H,L,VL,VL,L,VL,L,H,VL,VH,class_1
M,M,VH,VH,H,VH,VH,VH,M,VH,L,VL,VL,VL,VL,L,VL,L,M,L,VH,class_1
L,L,VH,VH,M,VH,VH,M,H,VH,L,M,VL,VL,L,M,H,VH,M,VL,L,class_1
VH,VH,VH,H,VH,H,VH,H,VH,VL,L,VL,VL,L,L,M,VL,L,VH,M,VL,class_0
VL,L,L,M,H,VL,L,L,M,VH,VH,VH,H,M,L,M,M,M,H,VL,H,class_2
L,VH,M,H,H,L,H,L,L,VL,L,L,H,H,H,H,VH,VH,VH,VH,VL,class_0
M,H,H,H,M,VH,H,VH,M,M,H,H,L,L,VL,VL,VL,VL,M,VL,H,class_1
M,M,VH,VH,VH,VH,VH,VH,H,VH,M,VL,VL,VL,L,L,VL,L,VH,L,L,class_1
H,H,H,M,VH,VH,VH,VH,VH,M,H,VL,VL,L,L,VL,VL,L,H,M,VL,class_1
VH,L,H,VL,L,L,M,L,H,M,VH,H,M,VH,M,M,VL,H,VL,L,VH,class_2
M,M,M,VL,M,L,VL,L,H,M,H,VH,M,H,H,M,H,L,L,L,VL,class_2
VL,H,L,H,VL,L,VL,VL,VL,L,H,H,H,VH,H,VH,H,H,H,L,VL,class_2
L,L,H,H,M,VL,M,L,M,VH,VH,H,H,L,L,L,VL,VL,L,L,H,class_1
L,L,VL,M,VL,VL,L,VL,VL,L,M,M,VH,H,VH,VH,VH,VH,H,M,M,class_2
H,VH,M,VH,VH,VH,VH,VH,VH,M,VL,L,VL,VL,L,VL,VL,L,M,L,L,class_0
VL,H,L,H,VH,H,VH,VH,VL,H,L,VL,L,L,L,L,VL,M,L,M,VH,class_0
L,L,M,VL,VL,VL,M,VL,L,VL,M,VL,M,H,VH,VH,H,VH,H,VH,VH,class_2
M,H,M,L,M,H,M,M,M,M,L,VH,L,VH,VL,M,L,L,M,VL,L,class_1
L,L,VH,M,M,L,M,VH,L,H,VH,M,H,M,VL,L,VL,M,VL,L,M,class_1
H,H,VH,M,VH,VH,H,M,M,H,L,L,L,L,L,H,H,M,H,VL,H,class_0
VL,VL,M,VH,H,H,M,VL,VL,L,L,H,L,M,H,H,H,M,M,VH,H,class_0
VL,VH,VH,VH,VH,VH,H,VH,VH,H,H,H,L,L,L,VL,L,VL,VL,L,H,class_1
VL,L,H,VL,M,L,L,M,VL,L,VL,M,H,VH,VH,VH,VH,VH,H,M,M,class_0
H,VH,VH,VH,H,H,H,H,H,VL,VL,L,VL,L,M,M,M,M,H,VH,VL,class_0
VH,M,H,L,L,VL,VL,VL,L,VL,L,VH,H,VH,VH,VH,H,VH,H,L,H,class_2
L,H,VH,VH,VH,VH,H,VH,VH,H,L,VL,VL,VL,L,VL,VL,M,H,VL,H,class_1
VH,M,H,VH,VH,VH,H,VH,VH,L,M,VL,L,L,VL,VL,L,VL,VL,VL,H,class_1
VL,L,H,L,L,VL,VL,VL,L,VL,VL,VL,M,VH,H,VH,VH,VH,VH,VL,VL,class_0
H,VH,H,VH,VH,H,VH,VH,H,VL,M,M,L,VL,VL,VL,VL,L,M,VL,L,class_1
L,M,VH,VH,VH,VH,VH,VH,H,L,VL,VL,VL,L,VL,VL,VL,VL,L,H,VL,class_0
VL,VH,H,M,M,M,L,M,VL,VL,L,L,VH,H,H,H,VH,H,M,M,M,class_0
VH,L,L,VL,VL,M,M,VL,L,VL,H,H,H,H,VH,H,H,VH,H,M,H,class_2
VL,H,VH,M,VH,VH,VH,M,VH,L,L,VL,VL,VL,VL,L,M,M,H,H,M,class_0
L,H,M,VH,VH,VH,VH,VH,VH,M,M,L,L,L,L,L,L,H,H,M,L,class_1
L,VH,VH,L,VH,VH,H,H,L,VH,M,M,VL,VL,VL,VL,VL,M,VL,L,VL,class_1
VL,H,L,VL,VL,L,VL,VL,M,VH,H,VH,H,M,H,VH,L,VH,L,H,H,class_2
L,VL,L,H,VH,H,H,VH,M,L,H,H,VL,L,M,L,VL,VL,L,L,H,class_1
M,H,VL,M,H,L,M,M,H,L,L,M,M,H,H,L,H,H,VH,H,L,class_0
VL,L,M,L,M,VL,M,L,H,L,VH,VH,H,M,M,M,VL,VL,VL,H,H,class_2
VH,L,M,L,M,M,VL,VL,VL,VL,VL,M,H,VH,VH,VH,VH,VH,H,VH,VL,class_0
L,M,M,M,VL,VL,VL,L,VL,VL,VL,H,H,H,VH,VH,VH,VH,VH,M,VH,class_0
VL,M,L,M,H,H,H,M,VH,VL,M,L,VL,VL,L,L,M,M,VL,L,H,class_1
VL,M,VH,VL,VL,VL,VL,M,L,M,H,M,VH,M,M,VH,VL,L,VL,H,M,class_2
M,H,VH,VH,VH,VH,VH,M,VH,H,L,L,VL,L,VL,VL,VL,VL,VL,M,L,class_1
H,VH,M,L,L,VL,L,VL,VL,VL,M,VL,VH,H,VH,VH,H,L,VH,VH,VL,class_0
L,M,VH,H,VH,VH,VH,VH,M,L,VL,VL,VL,VL,VL,VL,L,L,L,M,L,class_0
L,L,VL,VL,VL,M,VL,VL,VL,VL,L,M,M,VH,VH,VH,H,VH,VH,VH,VL,class_0
VH,VL,VL,M,L,VL,L,VL,L,L,VL,M,L,H,VH,VH,H,H,M,H,H,class_0
VL,M,H,VL,L,M,M,M,VH,VH,M,H,H,L,L,VL,VL,L,VL,H,M,class_1
L,H,VH,H,VH,M,H,VH,H,L,M,VL,L,L,L,L,L,M,M,M,VH,class_0
VL,VH,H,M,H,H,M,M,H,M,L,L,VL,M,VL,VL,H,VL,M,L,L,class_1
H,VL,H,VL,H,VL,VL,VL,VL,VL,VL,H,H,M,VH,H,VH,H,H,H,L,class_2
VH,VH,M,M,L,VH,H,M,M,M,L,L,L,VL,VL,L,M,VL,VH,VH,M,class_0
